table_name	database_field_name	field_type	rtknet_field_name	description	percent_blank
rmp_prevent_2	prevent_2_id	int(11)	Prevention Program ID	A unique ID for each prevention program (for Program 2 processes) record.	0
rmp_prevent_2	procnaics_id	int(11)	Process NAICS ID	A unique ID for each process NAICS record.	0
rmp_prevent_2	safety_info_date	char(11)	Safety Info Review Date	Date on which the safety information was last reviewed or revised.	0
rmp_prevent_2	fr_nfpa58	char(1)	Safety Regs - NFPA 58	Indicates that NFPA 58 propane handling code was used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_osha	char(1)	Safety Regs - OSHA (Ammonia)	Indicates that OSHA (29 CFR 1910.111) standard for anhydrous ammonia was used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_astm	char(1)	Safety Regs - ASTM Standards	Indicates that ASTM Standards were used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_ansi	char(1)	Safety Regs - ANSI Standards	Indicates that ANSI Standards were used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_asme	char(1)	Safety Regs - ASME Standards	Indicates that ASME Standards were used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_none	char(1)	Safety Regs - None	Indicates that no national standards were used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_other	varchar(200)	Safety Regs - Other	Describes another standard that was used as a standard to demonstrate compliance with the safety information requirement.	38.455182707428
rmp_prevent_2	fr_comments	varchar(100)	Safety Regs - Commnents	Comments on standards used to demonstrate compliance with the safety information requirement.	84.671766305072
rmp_prevent_2	haz_review_date	char(11)	PHA Review Date	The date of completion of the most recent hazard review or update.	0
rmp_prevent_2	change_comp_date	char(11)	PHA Change Completion Date	Expected or actual date of completion of all changes resulting from last PHA or PHA update.	0
rmp_prevent_2	mh_toxicrelease	char(1)	Hazard Identified - Toxic Release	Indicates whether toxic release was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_fire	char(1)	Hazard Identified - Fire	Indicates whether fire was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_explosion	char(1)	Hazard Identified - Explosion	Indicates whether explosion was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_runawayreact	char(1)	Hazard Identified - Runaway Reaction	Indicates whether runaway reaction was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_polymerization	char(1)	Hazard Identified - Polymerization	Indicates whether polymerization was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_overpressure	char(1)	Hazard Identified - Overpressure	Indicates whether overpressure was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_corrosion	char(1)	Hazard Identified - Corrosion	Indicates whether corrosion was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_overfilling	char(1)	Hazard Identified - Overfilling	Indicates whether overfilling was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_contamination	char(1)	Hazard Identified - Contamination	Indicates whether contamination was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_equipfailure	char(1)	Hazard Identified - Equipment Failure	Indicates whether equipment failure was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_cooling_loss	char(1)	Hazard Identified - Cooling Loss	Indicates whether cooling (or heating or instrument air) loss was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_earthquake	char(1)	Hazard Identified - Earthquake	Indicates whether earthquake was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_floods	char(1)	Hazard Identified - Flood	Indicates whether flood was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_tornado	char(1)	Hazard Identified - Tornado	Indicates whether tornado was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_hurricanes	char(1)	Hazard Identified - Hurricane	Indicates whether hurricane was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_othertype	varchar(200)	Hazard Identified - Other	Describes another event identified as a major hazard for the process as a result of the PHA.	74.277032969962
rmp_prevent_2	pc_vents	char(1)	Process Controls - Vents	Indicates whether vents are used as process controls.	0
rmp_prevent_2	pc_reliefvalves	char(1)	Process Controls - Relief Valves	Indicates whether relief valves are used as process controls.	0
rmp_prevent_2	pc_checkvalves	char(1)	Process Controls - Check Valves	Indicates whether check valves are used as process controls.	0
rmp_prevent_2	pc_scrubbers	char(1)	Process Controls - Scrubbers	Indicates whether scrubbers are used as process controls.	0
rmp_prevent_2	pc_flares	char(1)	Process Controls - Flares	Indicates whether flares are used as process controls.	0
rmp_prevent_2	pc_manualshutoffs	char(1)	Process Controls - Manual Shutoffs	Indicates whether manual shutoffs are used as process controls.	0
rmp_prevent_2	pc_autoshutoffs	char(1)	Process Controls - Auto Shutoffs	Indicates whether automatic shutoffs are used as process controls.	0
rmp_prevent_2	pc_interlocks	char(1)	Process Controls - Interlocks	Indicates whether interlocks are used as process controls.	0
rmp_prevent_2	pc_alarms	char(1)	Process Controls - Alarms	Indicates whether alarms are used as process controls.	0
rmp_prevent_2	pc_keyedbypass	char(1)	Process Controls - Keyed Bypass	Indicates whether keyed bypass is used as a process control.	0
rmp_prevent_2	pc_emergencyair	char(1)	Process Controls - Emergency Air	Indicates whether an emergency air supply is used as a process control.	0
rmp_prevent_2	pc_emergencypower	char(1)	Process Controls - Emergency Power	Indicates whether backup power systems are used as process controls.	0
rmp_prevent_2	pc_backuppump	char(1)	Process Controls - Backup Pump	Indicates whether a backup pump is used as a process control.	0
rmp_prevent_2	pc_groundingequip	char(1)	Process Controls - Grounding	Indicates whether grounding equipment is used as a process control.	0
rmp_prevent_2	pc_inhibitoradd	char(1)	Process Controls - Inhibitor Addition	Indicates whether inhibitor addition is used as a process control.	0
rmp_prevent_2	pc_rupturedisks	char(1)	Process Controls - Rupture Disks	Indicates whether rupture disks are used as process controls.	0
rmp_prevent_2	pc_excessflowdev	char(1)	Process Controls - Excess Flow Devices	Indicates whether excess flow devices are used as process controls.	0
rmp_prevent_2	pc_quenchsystem	char(1)	Process Controls - Quench System	Indicates whether a quench system is used as a process control.	0
rmp_prevent_2	pc_purgesystem	char(1)	Process Controls - Purge System	Indicates whether a purge system is used as a process control.	0
rmp_prevent_2	pc_none	char(1)	Process Controls - None	Indicates whether no process controls are used.	0
rmp_prevent_2	pc_other	varchar(200)	Process Controls - Other	Describes another type of equipment used as a process control.	76.204056611317
rmp_prevent_2	ms_sprinklersys	char(1)	Mitigation Systems - Sprinklers	Indicates that sprinkler systems are used as mitigation systems for the process.	0
rmp_prevent_2	ms_dikes	char(1)	Mitigation Systems - Dikes	Indicates that dikes are used as mitigation systems for the process.	0
rmp_prevent_2	ms_firewalls	char(1)	Mitigation Systems - Fire Walls	Indicates that fire walls are used as mitigation systems for the process.	0
rmp_prevent_2	ms_blastwalls	char(1)	Mitigation Systems - Blast Walls	Indicates that blast walls are used as mitigation systems for the process.	0
rmp_prevent_2	ms_delugesystem	char(1)	Mitigation Systems - Deluge Systems	Indicates that deluge systems are used as mitigation systems for the process.	0
rmp_prevent_2	ms_watercurtain	char(1)	Mitigation Systems - Water Curtains	Indicates that water curtains are used as mitigation systems for the process.	0
rmp_prevent_2	ms_enclosure	char(1)	Mitigation Systems - Enclosure	Indicates that enclosure is used as a mitigation system for the process.	0
rmp_prevent_2	ms_neutralization	char(1)	Mitigation Systems - Neutralization	Indicates that neutralization is used as a mitigation system for the process.	0
rmp_prevent_2	ms_none	char(1)	Mitigation Systems - None	Indicates that no systems are used as mitigation systems for the process.	0
rmp_prevent_2	ms_other	varchar(200)	Mitigation Systems - Other	Describes another system used as a mitigation system for the process.	84.972947040166
rmp_prevent_2	md_processarea	char(1)	Monitoring Systems - Process Area	Indicates whether process area detectors are used as monitoring/detection systems.	0
rmp_prevent_2	md_perimetermon	char(1)	Monitoring Systems - Perimeter	Indicates whether perimeter monitors are used as monitoring/detection systems.	0
rmp_prevent_2	md_none	char(1)	Monitoring Systems - None	Indicates whether no monitoring/detection systems are used.	0
rmp_prevent_2	md_other	varchar(200)	Monitoring Systems - Other	Describes another monitoring/detection system used.	73.813267944242
rmp_prevent_2	ch_reduceinv	char(1)	Changes Since PHA - Reduced Inventory	Indicates whether inventory reduced since last PHA or PHA update.	0
rmp_prevent_2	ch_increaseinv	char(1)	Changes Since PHA - Increased Inventory	Indicates whether inventory increased since last PHA or PHA update.	0
rmp_prevent_2	ch_changeparam	char(1)	Changes Since PHA - Process Parameters	Indicates whether process parameters changed since last PHA or PHA update.	0
rmp_prevent_2	ch_proccontrol	char(1)	Changes Since PHA - Process Controls	Indicates whether process control change occured since last PHA or PHA update.	0
rmp_prevent_2	ch_procdetect	char(1)	Changes Since PHA - Process Detection	Indicates whether process detection changes occured since last PHA or PHA update.	0
rmp_prevent_2	ch_perimetermon	char(1)	Changes Since PHA - Perimeter Monitoring	Indicates whether perimeter monitoring changes occured since last PHA or PHA update.	0
rmp_prevent_2	ch_mitigationsys	char(1)	Changes Since PHA - Mitigation Systems	Indicates whether mitigation systems changes occured since last PHA or PHA update.	0
rmp_prevent_2	ch_nonerequired	char(1)	Changes Since PHA - None Recommended	Indicates whether no changes where required or recommended since last PHA or PHA update.	0
rmp_prevent_2	ch_none	char(1)	Changes Since PHA - None	Indicates whether no changes occured since last PHA or PHA update.	0
rmp_prevent_2	ch_other	varchar(200)	Changes Since PHA - Other	Describes another change that occured since last PHA or PHA update.	81.246834936965
rmp_prevent_2	proc_review_date	char(11)	Procedure Review Date	Date of most recent review or revision of operating procedures.	0
rmp_prevent_2	train_review_date	char(11)	Training Review Date	Date of most recent review or revision of training programs.	0
rmp_prevent_2	tr_classroom	char(1)	Type of Training - Classroom	Indicates whether classroom traing was provided.	0
rmp_prevent_2	tr_onthejob	char(1)	Type of Training - On the Job	Indicates whether on the job training was provided.	0
rmp_prevent_2	tr_other	varchar(200)	Type of Training - Other	Describes another type of training provided.	87.824835416722
rmp_prevent_2	ct_writtentest	char(1)	Competency Testing - Written Tests	Indicates whether competency was tested through written tests.	0
rmp_prevent_2	ct_oraltest	char(1)	Competency Testing - Oral Tests	Indicates whether competency was tested through oral tests.	0
rmp_prevent_2	ct_demonstration	char(1)	Competency Testing - Demonstration	Indicates whether competency was tested through demonstration.	0
rmp_prevent_2	ct_observation	char(1)	Competency Testing - Observation	Indicates whether competency was tested through observation.	0
rmp_prevent_2	ct_other	varchar(200)	Competency Testing - Other	Describes another method of competency testing.	95.786135024921
rmp_prevent_2	maint_review_date	char(11)	Maintenance Review Date	The date on which maintenance procedures were most recently reviewed or revised.	0
rmp_prevent_2	maint_inspect_date	char(11)	Maintenance Inspection Date	The date of the most recent equipment inspection or test.	0
rmp_prevent_2	equip_tested	varchar(200)	Equipment Tested	The equipment that was inspected or tested in the most recent maintenance inspection.	0.20256403422266
rmp_prevent_2	comp_audit_date	char(11)	Compliance Audit Date	Date of most recent compliance audit.	0
rmp_prevent_2	audit_comp_date	char(11)	Compliance Audit Change Completion Date	Expected or actual date of completion of all changes resulting from the most recent compliance audit.	0
rmp_prevent_2	inc_invest_date	char(11)	Incident Investigation Date	Date of the most recent incident investigation.	0
rmp_prevent_2	inc_change_date	char(11)	Incident Invest. Change Completion Date	The expected or actual date of completion of all changes resulting from the incident investigation.	0
rmp_prevent_2	most_recent_date	char(11)	Most Recent Change Date	Date of most recent change that triggered review or revision.	0
rmp_prevent_2	cbi_flag	char(1)	Confidential Business Information	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_prevent_2	num_prevent_2_chem	int(11)	Number of Chemicals	The number of chemicals associated with this prevention program record.	0.10661264959087
rmp_prevent_2	num_prev2text	int(11)	Number of Description Records	Should always be equal to 1.	0
rmp_prevent_2	num_prev2_text	int(11)	Number of Description Lines	The number of description lines for this prevention program record.	0
rmp_prevent_2_chem	primary_key	int(11)	Prevention Program Chemical ID	A unique ID for each prevention program chemical record.	0
rmp_prevent_2_chem	prevent_2_id	int(11)	Prevention Program ID	A unique ID for each prevention program (for Program 2 processes) record.	0
rmp_prevent_2_chem	procchem_id	int(11)	Process Chemical Record ID	A unique identifier for each process chemical record.	0
rmp_prevent_3	prevent_3_id	int(11)	Prevention Program ID	A unique ID for each prevention program (for Program 3 processes) record.	0
rmp_prevent_3	procnaics_id	int(11)	Process NAICS ID	A unique ID for each process NAICS record.	0
rmp_prevent_3	safety_info_date	char(11)	Safety Info Review Date	Date on which the safety information was last reviewed or revised.	0
rmp_prevent_3	last_pha_date	char(11)	PHA Update Date	Date on which the most recent Process Hazard Analysis (PHA) was completed or updated.	0
rmp_prevent_3	pha_whatif	char(1)	PHA Technique - What If	Indicates whether What If was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_checklist	char(1)	PHA Technique - Checklist	Indicates whether Checklist was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_whatifcheck	char(1)	PHA Technique - What If/Checklist	Indicates whether What If/Checklist (combined) was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_hazop	char(1)	PHA Technique - HAZOP	Indicates whether HAZOP was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_fmea	char(1)	PHA Technique - FMEA	Indicates whether Failure Mode & Effects Analysis was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_fta	char(1)	PHA Technique - FTA	Indicates whether Fault Tree Analysis was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_other	varchar(200)	PHA Technique - Other	Describes another method used as a PHA (Process Hazard Analysis) technique.	91.014803629641
rmp_prevent_3	change_comp_date	char(11)	PHA Change Completion Date	Expected or actual date of completion of all changes resulting from last PHA or PHA update.	0
rmp_prevent_3	mh_toxicrelease	char(1)	Hazard Identified - Toxic Release	Indicates whether toxic release was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_fire	char(1)	Hazard Identified - Fire	Indicates whether fire was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_explosion	char(1)	Hazard Identified - Explosion	Indicates whether explosion was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_runawayreact	char(1)	Hazard Identified - Runaway Reaction	Indicates whether runaway reaction was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_polymerization	char(1)	Hazard Identified - Polymerization	Indicates whether polymerization was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_overpressure	char(1)	Hazard Identified - Overpressure	Indicates whether overpressure was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_corrosion	char(1)	Hazard Identified - Corrosion	Indicates whether corrosion was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_overfilling	char(1)	Hazard Identified - Overfilling	Indicates whether overfilling was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_contamination	char(1)	Hazard Identified - Contamination	Indicates whether contamination was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_equipfailure	char(1)	Hazard Identified - Equipment Failure	Indicates whether equipment failure was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_cooling_loss	char(1)	Hazard Identified - Cooling Loss	Indicates whether cooling (or heating or instrument air) loss was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_earthquake	char(1)	Hazard Identified - Earthquake	Indicates whether earthquake was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_floods	char(1)	Hazard Identified - Flood	Indicates whether flood was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_tornado	char(1)	Hazard Identified - Tornado	Indicates whether tornado was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_hurricanes	char(1)	Hazard Identified - Hurricane	Indicates whether hurricane was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_othertype	varchar(200)	Hazard Identified - Other	Describes another event identified as a major hazard for the process as a result of the PHA.	89.415898731319
rmp_prevent_3	pc_vents	char(1)	Process Controls - Vents	Indicates whether vents are used as process controls.	0
rmp_prevent_3	pc_reliefvalves	char(1)	Process Controls - Relief Valves	Indicates whether relief valves are used as process controls.	0
rmp_prevent_3	pc_checkvalves	char(1)	Process Controls - Check Valves	Indicates whether check valves are used as process controls.	0
rmp_prevent_3	pc_scrubbers	char(1)	Process Controls - Scrubbers	Indicates whether scrubbers are used as process controls.	0
rmp_prevent_3	pc_flares	char(1)	Process Controls - Flares	Indicates whether flares are used as process controls.	0
rmp_prevent_3	pc_manualshutoffs	char(1)	Process Controls - Manual Shutoffs	Indicates whether manual shutoffs are used as process controls.	0
rmp_prevent_3	pc_autoshutoffs	char(1)	Process Controls - Auto Shutoffs	Indicates whether automatic shutoffs are used as process controls.	0
rmp_prevent_3	pc_interlocks	char(1)	Process Controls - Interlocks	Indicates whether interlocks are used as process controls.	0
rmp_prevent_3	pc_alarms	char(1)	Process Controls - Alarms	Indicates whether alarms are used as process controls.	0
rmp_prevent_3	pc_keyedbypass	char(1)	Process Controls - Keyed Bypass	Indicates whether keyed bypass is used as a process control.	0
rmp_prevent_3	pc_emergencyair	char(1)	Process Controls - Emergency Air	Indicates whether an emergency air supply is used as a process control.	0
rmp_prevent_3	pc_emergencypower	char(1)	Process Controls - Emergency Power	Indicates whether backup power systems are used as process controls.	0
rmp_prevent_3	pc_backuppump	char(1)	Process Controls - Backup Pump	Indicates whether a backup pump is used as a process control.	0
rmp_prevent_3	pc_groundingequip	char(1)	Process Controls - Grounding	Indicates whether grounding equipment is used as a process control.	0
rmp_prevent_3	pc_inhibitoradd	char(1)	Process Controls - Inhibitor Addition	Indicates whether inhibitor addition is used as a process control.	0
rmp_prevent_3	pc_rupturedisks	char(1)	Process Controls - Rupture Disks	Indicates whether rupture disks are used as process controls.	0
rmp_prevent_3	pc_excessflowdev	char(1)	Process Controls - Excess Flow Devices	Indicates whether excess flow devices are used as process controls.	0
rmp_prevent_3	pc_quenchsystem	char(1)	Process Controls - Quench System	Indicates whether a quench system is used as a process control.	0
rmp_prevent_3	pc_purgesystem	char(1)	Process Controls - Purge System	Indicates whether a purge system is used as a process control.	0
rmp_prevent_3	pc_none	char(1)	Process Controls - None	Indicates whether no process controls are used.	0
rmp_prevent_3	pc_other	varchar(200)	Process Controls - Other	Describes another type of equipment used as a process control.	84.926828579896
rmp_prevent_3	ms_sprinklersys	char(1)	Mitigation Systems - Sprinklers	Indicates that sprinkler systems are used as mitigation systems for the process.	0
rmp_prevent_3	ms_dikes	char(1)	Mitigation Systems - Dikes	Indicates that dikes are used as mitigation systems for the process.	0
rmp_prevent_3	ms_firewalls	char(1)	Mitigation Systems - Fire Walls	Indicates that fire walls are used as mitigation systems for the process.	0
rmp_prevent_3	ms_blastwalls	char(1)	Mitigation Systems - Blast Walls	Indicates that blast walls are used as mitigation systems for the process.	0
rmp_prevent_3	ms_delugesystem	char(1)	Mitigation Systems - Deluge Systems	Indicates that deluge systems are used as mitigation systems for the process.	0
rmp_prevent_3	ms_watercurtain	char(1)	Mitigation Systems - Water Curtains	Indicates that water curtains are used as mitigation systems for the process.	0
rmp_prevent_3	ms_enclosure	char(1)	Mitigation Systems - Enclosure	Indicates that enclosure is used as a mitigation system for the process.	0
rmp_prevent_3	ms_neutralization	char(1)	Mitigation Systems - Neutralization	Indicates that neutralization is used as a mitigation system for the process.	0
rmp_prevent_3	ms_none	char(1)	Mitigation Systems - None	Indicates that no systems are used as mitigation systems for the process.	0
rmp_prevent_3	ms_other	varchar(200)	Mitigation Systems - Other	Describes another system used as a mitigation system for the process.	71.525945160243
rmp_prevent_3	md_processarea	char(1)	Monitoring Systems - Process Area	Indicates whether process area detectors are used as monitoring/detection systems.	0
rmp_prevent_3	md_perimetermon	char(1)	Monitoring Systems - Perimeter	Indicates whether perimeter monitors are used as monitoring/detection systems.	0
rmp_prevent_3	md_none	char(1)	Monitoring Systems - None	Indicates whether no monitoring/detection systems are used.	0
rmp_prevent_3	md_other	varchar(200)	Monitoring Systems - Other	Describes another monitoring/detection system used.	74.624970011713
rmp_prevent_3	ch_reduceinv	char(1)	Changes Since PHA - Reduced Inventory	Indicates whether inventory reduced since last PHA or PHA update.	0
rmp_prevent_3	ch_increaseinv	char(1)	Changes Since PHA - Increased Inventory	Indicates whether inventory increased since last PHA or PHA update.	0
rmp_prevent_3	ch_changeparam	char(1)	Changes Since PHA - Process Parameters	Indicates whether process parameters changed since last PHA or PHA update.	0
rmp_prevent_3	ch_proccontrol	char(1)	Changes Since PHA - Process Controls	Indicates whether process control change occured since last PHA or PHA update.	0
rmp_prevent_3	ch_procdetect	char(1)	Changes Since PHA - Process Detection	Indicates whether process detection changes occured since last PHA or PHA update.	0
rmp_prevent_3	ch_perimetermon	char(1)	Changes Since PHA - Perimeter Monitoring	Indicates whether perimeter monitoring changes occured since last PHA or PHA update.	0
rmp_prevent_3	ch_mitigationsys	char(1)	Changes Since PHA - Mitigation Systems	Indicates whether mitigation systems changes occured since last PHA or PHA update.	0
rmp_prevent_3	ch_nonerequired	char(1)	Changes Since PHA - None Recommended	Indicates whether no changes where required or recommended since last PHA or PHA update.	0
rmp_prevent_3	ch_none	char(1)	Changes Since PHA - None	Indicates whether no changes occured since last PHA or PHA update.	0
rmp_prevent_3	ch_other	varchar(200)	Changes Since PHA - Other	Describes another change that occured since last PHA or PHA update.	81.455243363769
rmp_prevent_3	proc_review_date	char(11)	Procedure Review Date	Date of most recent review or revision of operating procedures.	0
rmp_prevent_3	train_review_date	char(11)	Training Review Date	Date of most recent review or revision of training programs.	0
rmp_prevent_3	tr_classroom	char(1)	Type of Training - Classroom	Indicates whether classroom traing was provided.	0
rmp_prevent_3	tr_onthejob	char(1)	Type of Training - On the Job	Indicates whether on the job training was provided.	0
rmp_prevent_3	tr_other	varchar(200)	Type of Training - Other	Describes another type of training provided.	70.916300927167
rmp_prevent_3	ct_writtentest	char(1)	Competency Testing - Written Tests	Indicates whether competency was tested through written tests.	0
rmp_prevent_3	ct_oraltest	char(1)	Competency Testing - Oral Tests	Indicates whether competency was tested through oral tests.	0
rmp_prevent_3	ct_demonstration	char(1)	Competency Testing - Demonstration	Indicates whether competency was tested through demonstration.	0
rmp_prevent_3	ct_observation	char(1)	Competency Testing - Observation	Indicates whether competency was tested through observation.	0
rmp_prevent_3	ct_other	varchar(200)	Competency Testing - Other	Describes another method of competency testing.	87.757722865892
rmp_prevent_3	maint_review_date	char(11)	Maintenance Review Date	The date on which maintenance procedures were most recently reviewed or revised.	0
rmp_prevent_3	maint_inspect_date	char(11)	Maintenance Inspection Date	The date of the most recent equipment inspection or test.	0
rmp_prevent_3	equip_tested	varchar(200)	Equipment Tested	The equipment that was inspected or tested in the most recent maintenance inspection.	0.10160737217934
rmp_prevent_3	change_manage_date	char(11)	Management of Change Most Recent Date	The date of the most recent change (if any) that triggered a management of change procedure.	0
rmp_prevent_3	change_review_date	char(11)	Management of Change Review Date	The date that the management of change procedures were most recently reviewed or revised.	0
rmp_prevent_3	prestart_rev_date	char(11)	Pre-startup Review Date	Date of most recent pre-startup review.	0
rmp_prevent_3	comp_audit_date	char(11)	Compliance Audit Date	Date of most recent compliance audit.	0
rmp_prevent_3	audit_comp_date	char(11)	Compliance Audit Change Completion Date	Expected or actual date of completion of all changes resulting from the most recent compliance audit.	0
rmp_prevent_3	inc_invest_date	char(11)	Incident Investigation Date	Date of the most recent incident investigation.	0
rmp_prevent_3	inc_change_date	char(11)	Incident Invest. Change Completion Date	The expected or actual date of completion of all changes resulting from the incident investigation.	0
rmp_prevent_3	part_review_date	char(11)	Participation Plan Review Date	Date of most recent review or revision of employee participation plans.	0
rmp_prevent_3	hotwork_rev_date	char(11)	Hot Work Review Date	Date of most recent review or revision of hot work permit procedures.	0
rmp_prevent_3	con_safety_date	char(11)	Contractor Safety Review Date	Date of most recent review or revision of contractor safety procedures.	0
rmp_prevent_3	con_eval_date	char(11)	Contractor Safety Eval. Date	Date of most recent evaluation of contractor safety performance.	0
rmp_prevent_3	cbi_flag	char(1)	Confidential Business Information	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_prevent_3	num_prevent_3_chem	int(11)	Number of Chemicals	The number of chemicals associated with this prevention program record.	0.45864438830951
rmp_prevent_3	num_prev3text	int(11)	Number of Text Records	Should always be equal to 1.	0
rmp_prevent_3	num_prev3_text	int(11)	Number of Description Lines	The number of description lines for each prevention program record.	0
rmp_prevent_3_chem	primary_key	int(11)	Prevention Program Chemical ID	A unique ID for each prevention program chemical record.	0
rmp_prevent_3_chem	prevent_3_id	int(11)	Prevention Program ID	A unique ID for each prevention program (for Program 3 processes) record.	0
rmp_prevent_3_chem	procchem_id	int(11)	Process Chemical Record ID	A unique identifier for each process chemical record.	0
rmp_proc_chem	procchem_id	int(11)	Process Chemical Record ID	A unique identifier for each process chemical record.	0
rmp_proc_chem	process_id	int(11)	Process ID	A unique ID for each process.	0
rmp_proc_chem	chemical_id	int(11)	Process Chemical ID	The identifying ID for a particular regulated chemical held above its threshold within a process.	50
rmp_proc_chem	quantity_lbs	double	Process Chemical Amount (lbs)	An estimation of the maximum quantity (in pounds, to two significant digits) of the regulated chemical held in the covered process at any one time during the calendar year.	50.071527054056
rmp_proc_chem	cbi_flag	char(1)	Confidential Business Information	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_proc_chem	num_alt_flam	int(11)	Number of Flammable Alternate Scenarios	The number of flammable alternate scenario records associated with this process chemical.	95.733945251057
rmp_proc_chem	num_alt_tox	int(11)	Number of Toxic Alternate Scenarios	The number of toxic alternate scenario records associated with this process chemical.	72.24264824872
rmp_proc_chem	num_prevent_2_chem	int(11)	Number of Prevention 2 Records	The number of prevention program 2 records associated with this process chemical.	87.352010201506
rmp_proc_chem	num_prevent_3_chem	int(11)	Number of Prevention 3 Records	The number of prevention program 3 records associated with this process chemical.	67.519597118204
rmp_proc_chem	num_proc_flam	int(11)	Number of Flammable Mixture Components	The number of flammable mixture component records associated with this process chemical record.	92.792273783555
rmp_proc_chem	num_worst_flam	int(11)	Number of Flammable Worst-case Scenarios	The number of flammable worst-case scenario records associated with this process chemical.	94.006291791542
rmp_proc_chem	num_worst_tox	int(11)	Number of Toxic Worst-case Scenarios	The number of toxic worst-case scenario records associated with this process chemical record.	75.98859450957
rmp_proc_chem	cas	char(9)	CAS number	The identifying CAS number for a chemical.	0
rmp_proc_chem	chemical_type	char(1)	Chemical Type	The type of chemical (T=toxic, F=flammable).	50
rmp_proc_flam	flammixchem_id	int(11)	Flammable Chemical ID	A unique ID for each flammable chemical record.	0
rmp_proc_flam	procchem_id	int(11)	Process Chemical Record ID	A unique identifier for each process chemical record.	0
rmp_proc_flam	chemical_id	int(11)	Chemical ID	The identifying ID for a particular flammable chemical held in the process.	0
rmp_proc_naics	procnaics_id	int(11)	Process NAICS ID	A unique ID for each process NAICS record.	0
rmp_proc_naics	process_id	int(11)	Process ID	A unique ID for each process.	0
rmp_proc_naics	naics	char(6)	NAICS Code	A code that describes the kind of industrial activity or products made by the process.  Applies to a single process, not the facility as a whole.	0
rmp_proc_naics	num_prevent_2	int(11)	Number of Prevention Program 2 Records	The number of prevention program 2 records associated with this process NAICS.	68.390149258812
rmp_proc_naics	num_prevent_3	int(11)	Number of Prevention Program 3 Records	The number of prevention program 3 records associated with this process NAICS.	41.712476811274
rmp_process	process_id	int(11)	Process ID	A unique ID for each process.	0
rmp_process	process_desc	varchar(25)	Process Description	A short descriptive label for each process. (optional)	9.7330677986828
rmp_process	rmp_id	bigint(20)	RMP ID	The unique ID for each RMP submission.	0
