table_name	field_name	var_name	field_type	field_display	var_desc	blank_pct
rmp_facility	acc_toxic_tot	RMP Accident Toxic Total (lbs)	double		The total amount of toxic chemicals released in accidents listed in the submission.	94.672110985389
rmp_facility	acc_quantity_tot	RMP Accident Amount Total (lbs)	double		The total amount of both toxic and flammable chemicals released in accidents listed in the submission.	93.79642839573
rmp_facility	num_deaths	Total RMP Accident Deaths	int(11)		The total number of people killed due to accidents listed in the submission.	99.857332611797
rmp_facility	num_injuries	Total RMP Accident Injuries	int(11)		The total number of people injured or hospitalized due to accidents listed in the submission.	96.876076154868
rmp_facility	num_evacuated	Total RMP Accident Evacuated/Sheltering In Place	int(11)		The total number of people evacuated or sheltering in place due to accidents listed in the submission.	98.799626113052
rmp_facility	property_damage	Total RMP Accident Property Damage	bigint(20)	dollars	The total property damage, in dollars, due to accidents listed in the submission.	98.273232646234
rmp_prev2text	prevent_2_id	Prevention Program ID	int(11)	id	A unique ID for each prevention program (for Program 2 processes) record.	0
rmp_prev2text	desctext	Prevention Program Description	mediumtext	nl2br	A text description for the prevention program.	99.402969162291
rmp_prev3text	prevent_3_id	Prevention Program ID	int(11)	id	A unique ID for each prevention program (for Program 3 processes) record.	0
rmp_prev3text	desctext	Prevention Program Description	mediumtext	nl2br	A text description for the prevention program.	97.562834281198
rmp_prevent_2	prevent_2_id	Prevention Program ID	int(11)	id	A unique ID for each prevention program (for Program 2 processes) record.	0
rmp_prevent_2	procnaics_id	Process NAICS ID	int(11)	id	A unique ID for each process NAICS record.	0
rmp_prevent_2	safety_info_date	Safety Info Review Date	char(11)		Date on which the safety information was last reviewed or revised.	0
rmp_prevent_2	fr_nfpa58	Safety Regs - NFPA 58	char(1)	yn	Indicates that NFPA 58 propane handling code was used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_osha	Safety Regs - OSHA (Ammonia)	char(1)	yn	Indicates that OSHA (29 CFR 1910.111) standard for anhydrous ammonia was used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_astm	Safety Regs - ASTM Standards	char(1)	yn	Indicates that ASTM Standards were used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_ansi	Safety Regs - ANSI Standards	char(1)	yn	Indicates that ANSI Standards were used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_asme	Safety Regs - ASME Standards	char(1)	yn	Indicates that ASME Standards were used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_none	Safety Regs - None	char(1)	yn	Indicates that no national standards were used as a standard to demonstrate compliance with the safety information requirement.	0
rmp_prevent_2	fr_other	Safety Regs - Other	varchar(200)		Describes another standard that was used as a standard to demonstrate compliance with the safety information requirement.	38.455182707428
rmp_prevent_2	fr_comments	Safety Regs - Commnents	varchar(100)		Comments on standards used to demonstrate compliance with the safety information requirement.	84.671766305072
rmp_prevent_2	haz_review_date	PHA Review Date	char(11)		The date of completion of the most recent hazard review or update.	0
rmp_prevent_2	change_comp_date	PHA Change Completion Date	char(11)		Expected or actual date of completion of all changes resulting from last PHA or PHA update.	0
rmp_prevent_2	mh_toxicrelease	Hazard Identified - Toxic Release	char(1)	yn	Indicates whether toxic release was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_fire	Hazard Identified - Fire	char(1)	yn	Indicates whether fire was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_explosion	Hazard Identified - Explosion	char(1)	yn	Indicates whether explosion was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_runawayreact	Hazard Identified - Runaway Reaction	char(1)	yn	Indicates whether runaway reaction was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_polymerization	Hazard Identified - Polymerization	char(1)	yn	Indicates whether polymerization was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_overpressure	Hazard Identified - Overpressure	char(1)	yn	Indicates whether overpressure was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_corrosion	Hazard Identified - Corrosion	char(1)	yn	Indicates whether corrosion was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_overfilling	Hazard Identified - Overfilling	char(1)	yn	Indicates whether overfilling was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_contamination	Hazard Identified - Contamination	char(1)	yn	Indicates whether contamination was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_equipfailure	Hazard Identified - Equipment Failure	char(1)	yn	Indicates whether equipment failure was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_cooling_loss	Hazard Identified - Cooling Loss	char(1)	yn	Indicates whether cooling (or heating or instrument air) loss was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_earthquake	Hazard Identified - Earthquake	char(1)	yn	Indicates whether earthquake was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_floods	Hazard Identified - Flood	char(1)	yn	Indicates whether flood was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_tornado	Hazard Identified - Tornado	char(1)	yn	Indicates whether tornado was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_hurricanes	Hazard Identified - Hurricane	char(1)	yn	Indicates whether hurricane was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_2	mh_othertype	Hazard Identified - Other	varchar(200)		Describes another event identified as a major hazard for the process as a result of the PHA.	74.277032969962
rmp_prevent_2	pc_vents	Process Controls - Vents	char(1)	yn	Indicates whether vents are used as process controls.	0
rmp_prevent_2	pc_reliefvalves	Process Controls - Relief Valves	char(1)	yn	Indicates whether relief valves are used as process controls.	0
rmp_prevent_2	pc_checkvalves	Process Controls - Check Valves	char(1)	yn	Indicates whether check valves are used as process controls.	0
rmp_prevent_2	pc_scrubbers	Process Controls - Scrubbers	char(1)	yn	Indicates whether scrubbers are used as process controls.	0
rmp_prevent_2	pc_flares	Process Controls - Flares	char(1)	yn	Indicates whether flares are used as process controls.	0
rmp_prevent_2	pc_manualshutoffs	Process Controls - Manual Shutoffs	char(1)	yn	Indicates whether manual shutoffs are used as process controls.	0
rmp_prevent_2	pc_autoshutoffs	Process Controls - Auto Shutoffs	char(1)	yn	Indicates whether automatic shutoffs are used as process controls.	0
rmp_prevent_2	pc_interlocks	Process Controls - Interlocks	char(1)	yn	Indicates whether interlocks are used as process controls.	0
rmp_prevent_2	pc_alarms	Process Controls - Alarms	char(1)	yn	Indicates whether alarms are used as process controls.	0
rmp_prevent_2	pc_keyedbypass	Process Controls - Keyed Bypass	char(1)	yn	Indicates whether keyed bypass is used as a process control.	0
rmp_prevent_2	pc_emergencyair	Process Controls - Emergency Air	char(1)	yn	Indicates whether an emergency air supply is used as a process control.	0
rmp_prevent_2	pc_emergencypower	Process Controls - Emergency Power	char(1)	yn	Indicates whether backup power systems are used as process controls.	0
rmp_prevent_2	pc_backuppump	Process Controls - Backup Pump	char(1)	yn	Indicates whether a backup pump is used as a process control.	0
rmp_prevent_2	pc_groundingequip	Process Controls - Grounding	char(1)	yn	Indicates whether grounding equipment is used as a process control.	0
rmp_prevent_2	pc_inhibitoradd	Process Controls - Inhibitor Addition	char(1)	yn	Indicates whether inhibitor addition is used as a process control.	0
rmp_prevent_2	pc_rupturedisks	Process Controls - Rupture Disks	char(1)	yn	Indicates whether rupture disks are used as process controls.	0
rmp_prevent_2	pc_excessflowdev	Process Controls - Excess Flow Devices	char(1)	yn	Indicates whether excess flow devices are used as process controls.	0
rmp_prevent_2	pc_quenchsystem	Process Controls - Quench System	char(1)	yn	Indicates whether a quench system is used as a process control.	0
rmp_prevent_2	pc_purgesystem	Process Controls - Purge System	char(1)	yn	Indicates whether a purge system is used as a process control.	0
rmp_prevent_2	pc_none	Process Controls - None	char(1)	yn	Indicates whether no process controls are used.	0
rmp_prevent_2	pc_other	Process Controls - Other	varchar(200)		Describes another type of equipment used as a process control.	76.204056611317
rmp_prevent_2	ms_sprinklersys	Mitigation Systems - Sprinklers	char(1)	yn	Indicates that sprinkler systems are used as mitigation systems for the process.	0
rmp_prevent_2	ms_dikes	Mitigation Systems - Dikes	char(1)	yn	Indicates that dikes are used as mitigation systems for the process.	0
rmp_prevent_2	ms_firewalls	Mitigation Systems - Fire Walls	char(1)	yn	Indicates that fire walls are used as mitigation systems for the process.	0
rmp_prevent_2	ms_blastwalls	Mitigation Systems - Blast Walls	char(1)	yn	Indicates that blast walls are used as mitigation systems for the process.	0
rmp_prevent_2	ms_delugesystem	Mitigation Systems - Deluge Systems	char(1)	yn	Indicates that deluge systems are used as mitigation systems for the process.	0
rmp_prevent_2	ms_watercurtain	Mitigation Systems - Water Curtains	char(1)	yn	Indicates that water curtains are used as mitigation systems for the process.	0
rmp_prevent_2	ms_enclosure	Mitigation Systems - Enclosure	char(1)	yn	Indicates that enclosure is used as a mitigation system for the process.	0
rmp_prevent_2	ms_neutralization	Mitigation Systems - Neutralization	char(1)	yn	Indicates that neutralization is used as a mitigation system for the process.	0
rmp_prevent_2	ms_none	Mitigation Systems - None	char(1)	yn	Indicates that no systems are used as mitigation systems for the process.	0
rmp_prevent_2	ms_other	Mitigation Systems - Other	varchar(200)		Describes another system used as a mitigation system for the process.	84.972947040166
rmp_prevent_2	md_processarea	Monitoring Systems - Process Area	char(1)	yn	Indicates whether process area detectors are used as monitoring/detection systems.	0
rmp_prevent_2	md_perimetermon	Monitoring Systems - Perimeter	char(1)	yn	Indicates whether perimeter monitors are used as monitoring/detection systems.	0
rmp_prevent_2	md_none	Monitoring Systems - None	char(1)	yn	Indicates whether no monitoring/detection systems are used.	0
rmp_prevent_2	md_other	Monitoring Systems - Other	varchar(200)		Describes another monitoring/detection system used.	73.813267944242
rmp_prevent_2	ch_reduceinv	Changes Since PHA - Reduced Inventory	char(1)	yn	Indicates whether inventory reduced since last PHA or PHA update.	0
rmp_prevent_2	ch_increaseinv	Changes Since PHA - Increased Inventory	char(1)	yn	Indicates whether inventory increased since last PHA or PHA update.	0
rmp_prevent_2	ch_changeparam	Changes Since PHA - Process Parameters	char(1)	yn	Indicates whether process parameters changed since last PHA or PHA update.	0
rmp_prevent_2	ch_proccontrol	Changes Since PHA - Process Controls	char(1)	yn	Indicates whether process control change occured since last PHA or PHA update.	0
rmp_prevent_2	ch_procdetect	Changes Since PHA - Process Detection	char(1)	yn	Indicates whether process detection changes occured since last PHA or PHA update.	0
rmp_prevent_2	ch_perimetermon	Changes Since PHA - Perimeter Monitoring	char(1)	yn	Indicates whether perimeter monitoring changes occured since last PHA or PHA update.	0
rmp_prevent_2	ch_mitigationsys	Changes Since PHA - Mitigation Systems	char(1)	yn	Indicates whether mitigation systems changes occured since last PHA or PHA update.	0
rmp_prevent_2	ch_nonerequired	Changes Since PHA - None Recommended	char(1)	yn	Indicates whether no changes where required or recommended since last PHA or PHA update.	0
rmp_prevent_2	ch_none	Changes Since PHA - None	char(1)	yn	Indicates whether no changes occured since last PHA or PHA update.	0
rmp_prevent_2	ch_other	Changes Since PHA - Other	varchar(200)		Describes another change that occured since last PHA or PHA update.	81.246834936965
rmp_prevent_2	proc_review_date	Procedure Review Date	char(11)		Date of most recent review or revision of operating procedures.	0
rmp_prevent_2	train_review_date	Training Review Date	char(11)		Date of most recent review or revision of training programs.	0
rmp_prevent_2	tr_classroom	Type of Training - Classroom	char(1)	yn	Indicates whether classroom traing was provided.	0
rmp_prevent_2	tr_onthejob	Type of Training - On the Job	char(1)	yn	Indicates whether on the job training was provided.	0
rmp_prevent_2	tr_other	Type of Training - Other	varchar(200)		Describes another type of training provided.	87.824835416722
rmp_prevent_2	ct_writtentest	Competency Testing - Written Tests	char(1)	yn	Indicates whether competency was tested through written tests.	0
rmp_prevent_2	ct_oraltest	Competency Testing - Oral Tests	char(1)	yn	Indicates whether competency was tested through oral tests.	0
rmp_prevent_2	ct_demonstration	Competency Testing - Demonstration	char(1)	yn	Indicates whether competency was tested through demonstration.	0
rmp_prevent_2	ct_observation	Competency Testing - Observation	char(1)	yn	Indicates whether competency was tested through observation.	0
rmp_prevent_2	ct_other	Competency Testing - Other	varchar(200)		Describes another method of competency testing.	95.786135024921
rmp_prevent_2	maint_review_date	Maintenance Review Date	char(11)		The date on which maintenance procedures were most recently reviewed or revised.	0
rmp_prevent_2	maint_inspect_date	Maintenance Inspection Date	char(11)		The date of the most recent equipment inspection or test.	0
rmp_prevent_2	equip_tested	Equipment Tested	varchar(200)		The equipment that was inspected or tested in the most recent maintenance inspection.	0.20256403422266
rmp_prevent_2	comp_audit_date	Compliance Audit Date	char(11)		Date of most recent compliance audit.	0
rmp_prevent_2	audit_comp_date	Compliance Audit Change Completion Date	char(11)		Expected or actual date of completion of all changes resulting from the most recent compliance audit.	0
rmp_prevent_2	inc_invest_date	Incident Investigation Date	char(11)		Date of the most recent incident investigation.	0
rmp_prevent_2	inc_change_date	Incident Invest. Change Completion Date	char(11)		The expected or actual date of completion of all changes resulting from the incident investigation.	0
rmp_prevent_2	most_recent_date	Most Recent Change Date	char(11)		Date of most recent change that triggered review or revision.	0
rmp_prevent_2	cbi_flag	Confidential Business Information	char(1)	yn	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_prevent_2	num_prevent_2_chem	Number of Chemicals	int(11)		The number of chemicals associated with this prevention program record.	0.10661264959087
rmp_prevent_2	num_prev2text	Number of Description Records	int(11)		Should always be equal to 1.	0
rmp_prevent_2	num_prev2_text	Number of Description Lines	int(11)		The number of description lines for this prevention program record.	0
rmp_prevent_2_chem	primary_key	Prevention Program Chemical ID	int(11)	id	A unique ID for each prevention program chemical record.	0
rmp_prevent_2_chem	prevent_2_id	Prevention Program ID	int(11)	id	A unique ID for each prevention program (for Program 2 processes) record.	0
rmp_prevent_2_chem	procchem_id	Process Chemical Record ID	int(11)	id	A unique identifier for each process chemical record.	0
rmp_prevent_3	prevent_3_id	Prevention Program ID	int(11)	id	A unique ID for each prevention program (for Program 3 processes) record.	0
rmp_prevent_3	procnaics_id	Process NAICS ID	int(11)	id	A unique ID for each process NAICS record.	0
rmp_prevent_3	safety_info_date	Safety Info Review Date	char(11)		Date on which the safety information was last reviewed or revised.	0
rmp_prevent_3	last_pha_date	PHA Update Date	char(11)		Date on which the most recent Process Hazard Analysis (PHA) was completed or updated.	0
rmp_prevent_3	pha_whatif	PHA Technique - What If	char(1)	yn	Indicates whether What If was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_checklist	PHA Technique - Checklist	char(1)	yn	Indicates whether Checklist was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_whatifcheck	PHA Technique - What If/Checklist	char(1)	yn	Indicates whether What If/Checklist (combined) was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_hazop	PHA Technique - HAZOP	char(1)	yn	Indicates whether HAZOP was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_fmea	PHA Technique - FMEA	char(1)	yn	Indicates whether Failure Mode & Effects Analysis was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_fta	PHA Technique - FTA	char(1)	yn	Indicates whether Fault Tree Analysis was used as a PHA (Process Hazard Analysis) technique.	0
rmp_prevent_3	pha_other	PHA Technique - Other	varchar(200)		Describes another method used as a PHA (Process Hazard Analysis) technique.	91.014803629641
rmp_prevent_3	change_comp_date	PHA Change Completion Date	char(11)		Expected or actual date of completion of all changes resulting from last PHA or PHA update.	0
rmp_prevent_3	mh_toxicrelease	Hazard Identified - Toxic Release	char(1)	yn	Indicates whether toxic release was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_fire	Hazard Identified - Fire	char(1)	yn	Indicates whether fire was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_explosion	Hazard Identified - Explosion	char(1)	yn	Indicates whether explosion was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_runawayreact	Hazard Identified - Runaway Reaction	char(1)	yn	Indicates whether runaway reaction was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_polymerization	Hazard Identified - Polymerization	char(1)	yn	Indicates whether polymerization was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_overpressure	Hazard Identified - Overpressure	char(1)	yn	Indicates whether overpressure was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_corrosion	Hazard Identified - Corrosion	char(1)	yn	Indicates whether corrosion was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_overfilling	Hazard Identified - Overfilling	char(1)	yn	Indicates whether overfilling was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_contamination	Hazard Identified - Contamination	char(1)	yn	Indicates whether contamination was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_equipfailure	Hazard Identified - Equipment Failure	char(1)	yn	Indicates whether equipment failure was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_cooling_loss	Hazard Identified - Cooling Loss	char(1)	yn	Indicates whether cooling (or heating or instrument air) loss was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_earthquake	Hazard Identified - Earthquake	char(1)	yn	Indicates whether earthquake was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_floods	Hazard Identified - Flood	char(1)	yn	Indicates whether flood was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_tornado	Hazard Identified - Tornado	char(1)	yn	Indicates whether tornado was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_hurricanes	Hazard Identified - Hurricane	char(1)	yn	Indicates whether hurricane was identified as a major hazard for the process as a result of the PHA.	0
rmp_prevent_3	mh_othertype	Hazard Identified - Other	varchar(200)		Describes another event identified as a major hazard for the process as a result of the PHA.	89.415898731319
rmp_prevent_3	pc_vents	Process Controls - Vents	char(1)	yn	Indicates whether vents are used as process controls.	0
rmp_prevent_3	pc_reliefvalves	Process Controls - Relief Valves	char(1)	yn	Indicates whether relief valves are used as process controls.	0
rmp_prevent_3	pc_checkvalves	Process Controls - Check Valves	char(1)	yn	Indicates whether check valves are used as process controls.	0
rmp_prevent_3	pc_scrubbers	Process Controls - Scrubbers	char(1)	yn	Indicates whether scrubbers are used as process controls.	0
rmp_prevent_3	pc_flares	Process Controls - Flares	char(1)	yn	Indicates whether flares are used as process controls.	0
rmp_prevent_3	pc_manualshutoffs	Process Controls - Manual Shutoffs	char(1)	yn	Indicates whether manual shutoffs are used as process controls.	0
rmp_prevent_3	pc_autoshutoffs	Process Controls - Auto Shutoffs	char(1)	yn	Indicates whether automatic shutoffs are used as process controls.	0
rmp_prevent_3	pc_interlocks	Process Controls - Interlocks	char(1)	yn	Indicates whether interlocks are used as process controls.	0
rmp_prevent_3	pc_alarms	Process Controls - Alarms	char(1)	yn	Indicates whether alarms are used as process controls.	0
rmp_prevent_3	pc_keyedbypass	Process Controls - Keyed Bypass	char(1)	yn	Indicates whether keyed bypass is used as a process control.	0
rmp_prevent_3	pc_emergencyair	Process Controls - Emergency Air	char(1)	yn	Indicates whether an emergency air supply is used as a process control.	0
rmp_prevent_3	pc_emergencypower	Process Controls - Emergency Power	char(1)	yn	Indicates whether backup power systems are used as process controls.	0
rmp_prevent_3	pc_backuppump	Process Controls - Backup Pump	char(1)	yn	Indicates whether a backup pump is used as a process control.	0
rmp_prevent_3	pc_groundingequip	Process Controls - Grounding	char(1)	yn	Indicates whether grounding equipment is used as a process control.	0
rmp_prevent_3	pc_inhibitoradd	Process Controls - Inhibitor Addition	char(1)	yn	Indicates whether inhibitor addition is used as a process control.	0
rmp_prevent_3	pc_rupturedisks	Process Controls - Rupture Disks	char(1)	yn	Indicates whether rupture disks are used as process controls.	0
rmp_prevent_3	pc_excessflowdev	Process Controls - Excess Flow Devices	char(1)	yn	Indicates whether excess flow devices are used as process controls.	0
rmp_prevent_3	pc_quenchsystem	Process Controls - Quench System	char(1)	yn	Indicates whether a quench system is used as a process control.	0
rmp_prevent_3	pc_purgesystem	Process Controls - Purge System	char(1)	yn	Indicates whether a purge system is used as a process control.	0
rmp_prevent_3	pc_none	Process Controls - None	char(1)	yn	Indicates whether no process controls are used.	0
rmp_prevent_3	pc_other	Process Controls - Other	varchar(200)		Describes another type of equipment used as a process control.	84.926828579896
rmp_prevent_3	ms_sprinklersys	Mitigation Systems - Sprinklers	char(1)	yn	Indicates that sprinkler systems are used as mitigation systems for the process.	0
rmp_prevent_3	ms_dikes	Mitigation Systems - Dikes	char(1)	yn	Indicates that dikes are used as mitigation systems for the process.	0
rmp_prevent_3	ms_firewalls	Mitigation Systems - Fire Walls	char(1)	yn	Indicates that fire walls are used as mitigation systems for the process.	0
rmp_prevent_3	ms_blastwalls	Mitigation Systems - Blast Walls	char(1)	yn	Indicates that blast walls are used as mitigation systems for the process.	0
rmp_prevent_3	ms_delugesystem	Mitigation Systems - Deluge Systems	char(1)	yn	Indicates that deluge systems are used as mitigation systems for the process.	0
rmp_prevent_3	ms_watercurtain	Mitigation Systems - Water Curtains	char(1)	yn	Indicates that water curtains are used as mitigation systems for the process.	0
rmp_prevent_3	ms_enclosure	Mitigation Systems - Enclosure	char(1)	yn	Indicates that enclosure is used as a mitigation system for the process.	0
rmp_prevent_3	ms_neutralization	Mitigation Systems - Neutralization	char(1)	yn	Indicates that neutralization is used as a mitigation system for the process.	0
rmp_prevent_3	ms_none	Mitigation Systems - None	char(1)	yn	Indicates that no systems are used as mitigation systems for the process.	0
rmp_prevent_3	ms_other	Mitigation Systems - Other	varchar(200)		Describes another system used as a mitigation system for the process.	71.525945160243
rmp_prevent_3	md_processarea	Monitoring Systems - Process Area	char(1)	yn	Indicates whether process area detectors are used as monitoring/detection systems.	0
rmp_prevent_3	md_perimetermon	Monitoring Systems - Perimeter	char(1)	yn	Indicates whether perimeter monitors are used as monitoring/detection systems.	0
rmp_prevent_3	md_none	Monitoring Systems - None	char(1)	yn	Indicates whether no monitoring/detection systems are used.	0
rmp_prevent_3	md_other	Monitoring Systems - Other	varchar(200)		Describes another monitoring/detection system used.	74.624970011713
rmp_prevent_3	ch_reduceinv	Changes Since PHA - Reduced Inventory	char(1)	yn	Indicates whether inventory reduced since last PHA or PHA update.	0
rmp_prevent_3	ch_increaseinv	Changes Since PHA - Increased Inventory	char(1)	yn	Indicates whether inventory increased since last PHA or PHA update.	0
rmp_prevent_3	ch_changeparam	Changes Since PHA - Process Parameters	char(1)	yn	Indicates whether process parameters changed since last PHA or PHA update.	0
rmp_prevent_3	ch_proccontrol	Changes Since PHA - Process Controls	char(1)	yn	Indicates whether process control change occured since last PHA or PHA update.	0
rmp_prevent_3	ch_procdetect	Changes Since PHA - Process Detection	char(1)	yn	Indicates whether process detection changes occured since last PHA or PHA update.	0
rmp_prevent_3	ch_perimetermon	Changes Since PHA - Perimeter Monitoring	char(1)	yn	Indicates whether perimeter monitoring changes occured since last PHA or PHA update.	0
rmp_prevent_3	ch_mitigationsys	Changes Since PHA - Mitigation Systems	char(1)	yn	Indicates whether mitigation systems changes occured since last PHA or PHA update.	0
rmp_prevent_3	ch_nonerequired	Changes Since PHA - None Recommended	char(1)	yn	Indicates whether no changes where required or recommended since last PHA or PHA update.	0
rmp_prevent_3	ch_none	Changes Since PHA - None	char(1)	yn	Indicates whether no changes occured since last PHA or PHA update.	0
rmp_prevent_3	ch_other	Changes Since PHA - Other	varchar(200)		Describes another change that occured since last PHA or PHA update.	81.455243363769
rmp_prevent_3	proc_review_date	Procedure Review Date	char(11)		Date of most recent review or revision of operating procedures.	0
rmp_prevent_3	train_review_date	Training Review Date	char(11)		Date of most recent review or revision of training programs.	0
rmp_prevent_3	tr_classroom	Type of Training - Classroom	char(1)	yn	Indicates whether classroom traing was provided.	0
rmp_prevent_3	tr_onthejob	Type of Training - On the Job	char(1)	yn	Indicates whether on the job training was provided.	0
rmp_prevent_3	tr_other	Type of Training - Other	varchar(200)		Describes another type of training provided.	70.916300927167
rmp_prevent_3	ct_writtentest	Competency Testing - Written Tests	char(1)	yn	Indicates whether competency was tested through written tests.	0
rmp_prevent_3	ct_oraltest	Competency Testing - Oral Tests	char(1)	yn	Indicates whether competency was tested through oral tests.	0
rmp_prevent_3	ct_demonstration	Competency Testing - Demonstration	char(1)	yn	Indicates whether competency was tested through demonstration.	0
rmp_prevent_3	ct_observation	Competency Testing - Observation	char(1)	yn	Indicates whether competency was tested through observation.	0
rmp_prevent_3	ct_other	Competency Testing - Other	varchar(200)		Describes another method of competency testing.	87.757722865892
rmp_prevent_3	maint_review_date	Maintenance Review Date	char(11)		The date on which maintenance procedures were most recently reviewed or revised.	0
rmp_prevent_3	maint_inspect_date	Maintenance Inspection Date	char(11)		The date of the most recent equipment inspection or test.	0
rmp_prevent_3	equip_tested	Equipment Tested	varchar(200)		The equipment that was inspected or tested in the most recent maintenance inspection.	0.10160737217934
rmp_prevent_3	change_manage_date	Management of Change Most Recent Date	char(11)		The date of the most recent change (if any) that triggered a management of change procedure.	0
rmp_prevent_3	change_review_date	Management of Change Review Date	char(11)		The date that the management of change procedures were most recently reviewed or revised.	0
rmp_prevent_3	prestart_rev_date	Pre-startup Review Date	char(11)		Date of most recent pre-startup review.	0
rmp_prevent_3	comp_audit_date	Compliance Audit Date	char(11)		Date of most recent compliance audit.	0
rmp_prevent_3	audit_comp_date	Compliance Audit Change Completion Date	char(11)		Expected or actual date of completion of all changes resulting from the most recent compliance audit.	0
rmp_prevent_3	inc_invest_date	Incident Investigation Date	char(11)		Date of the most recent incident investigation.	0
rmp_prevent_3	inc_change_date	Incident Invest. Change Completion Date	char(11)		The expected or actual date of completion of all changes resulting from the incident investigation.	0
rmp_prevent_3	part_review_date	Participation Plan Review Date	char(11)		Date of most recent review or revision of employee participation plans.	0
rmp_prevent_3	hotwork_rev_date	Hot Work Review Date	char(11)		Date of most recent review or revision of hot work permit procedures.	0
rmp_prevent_3	con_safety_date	Contractor Safety Review Date	char(11)		Date of most recent review or revision of contractor safety procedures.	0
rmp_prevent_3	con_eval_date	Contractor Safety Eval. Date	char(11)		Date of most recent evaluation of contractor safety performance.	0
rmp_prevent_3	cbi_flag	Confidential Business Information	char(1)	yn	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_prevent_3	num_prevent_3_chem	Number of Chemicals	int(11)		The number of chemicals associated with this prevention program record.	0.45864438830951
rmp_prevent_3	num_prev3text	Number of Text Records	int(11)		Should always be equal to 1.	0
rmp_prevent_3	num_prev3_text	Number of Description Lines	int(11)		The number of description lines for each prevention program record.	0
rmp_prevent_3_chem	primary_key	Prevention Program Chemical ID	int(11)	id	A unique ID for each prevention program chemical record.	0
rmp_prevent_3_chem	prevent_3_id	Prevention Program ID	int(11)	id	A unique ID for each prevention program (for Program 3 processes) record.	0
rmp_prevent_3_chem	procchem_id	Process Chemical Record ID	int(11)	id	A unique identifier for each process chemical record.	0
rmp_process	process_id	Process ID	int(11)	id	A unique ID for each process.	0
rmp_process	process_desc	Process Description	varchar(25)		A short descriptive label for each process. (optional)	9.7330677986828
rmp_process	rmp_id	RMP ID	bigint(20)	id	The unique ID for each RMP submission.	0
rmp_process	program_level	Program Level	smallint(6)		A program level from 1-3 that reflects the process potential for public impacts and the level of effort needed to prevent accidents.  Processes with program level 1 have no public receptors in the worst-case circle.	0
rmp_process	cbi_flag	Confidential Business Information	char(1)	yn	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_process	num_proc_chem	Number of Process Chemical Records	int(11)		The number of chemical records associated with this process.	0
rmp_process	num_proc_naics	Number of NAICS Codes	int(11)		The number of NAICS code records associated with this process.	0.00087346924514788
